"","LotArea","Neighborhood","OverallQual","OverallCond","YearBuilt","TotalBsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","Fireplaces","GarageArea","PoolArea","EnclosedPorch","OpenPorchSF","SalePrice"
"542",13253,"Somerst",7,5,2006,1578,"Y",1578,NA,1578,2,0,1,642,0,0,26,186453
"543",9801,"Somerst",8,5,2007,1341,"Y",1341,520,1861,3,0,1,851,0,0,60,181869
"544",9428,"Somerst",8,5,2007,955,"Y",955,919,1874,2,1,1,880,0,0,108,175610
"545",10037,"Somerst",8,5,2006,1460,"Y",1460,0,1460,2,0,1,480,0,0,20,183438
"546",8640,"Somerst",8,5,2007,1363,"Y",1372,0,1372,2,0,0,588,0,0,113,179584
"547",10625,"Somerst",8,5,2007,1660,"Y",1660,0,1660,2,0,1,660,0,0,120,182386
"548",7500,"Somerst",7,5,2007,1218,"Y",1218,NA,1218,2,0,0,462,0,0,168,160750
"549",10110,"SawyerW",6,5,2003,835,"Y",835,861,1696,2,1,0,542,0,0,66,182477
"550",12774,"SawyerW",7,5,2003,835,"Y",835,828,1663,2,1,0,478,0,0,68,187720
"551",13072,"SawyerW",6,5,2005,1175,"Y",1175,NA,1175,1,0,0,0,0,0,90,187201
"552",9260,"SawyerW",7,5,2007,1162,"Y",1162,0,1162,2,0,0,483,0,0,32,176385
"553",8453,"SawyerW",6,5,1995,754,"Y",754,855,1609,2,1,0,525,0,0,70,175901
"554",8480,"SawyerW",6,5,1993,886,"Y",886,794,1680,2,1,0,474,0,0,96,182584
"555",14565,"SawyerW",7,5,1994,832,"Y",832,825,1657,2,1,0,483,0,0,74,195664
"556",8450,"SawyerW",6,5,2001,827,"Y",827,850,1677,2,1,0,627,0,0,68,181420
"557",8285,"SawyerW",7,5,1992,836,"Y",844,893,1737,2,1,0,506,0,0,85,176676
"558",9100,"Sawyer",5,5,1963,984,"Y",984,NA,984,1,0,1,384,0,0,56,181594
"559",8100,"Sawyer",5,8,1961,864,"Y",864,NA,864,1,0,1,420,0,0,0,178521
"560",8450,"Sawyer",5,5,1968,890,"N",890,NA,890,1,0,0,308,0,0,0,175895
"561",6360,"Sawyer",5,5,1963,864,"Y",864,0,864,1,0,0,276,0,0,0,168468
"562",19508,"Veenker",6,5,1974,1430,"Y",1430,0,1430,2,0,2,484,0,165,108,200973
"563",10759,"Sawyer",5,4,1972,1001,"Y",1001,640,1641,2,0,1,490,0,92,0,197030
"564",9205,"NoRidge",6,5,1990,930,"Y",1364,1319,2683,2,1,2,473,0,0,251,192867
"565",11025,"NoRidge",9,5,1993,1848,"Y",1827,959,2786,2,1,1,636,0,0,49,196449
"566",3435,"Somerst",7,5,2004,1235,"Y",1245,0,1245,2,0,0,495,0,0,100,141684
"567",3180,"Somerst",6,5,2005,600,"Y",600,600,1200,2,1,0,480,0,0,166,153353
"568",3180,"Somerst",7,5,2007,689,"Y",703,689,1392,2,0,0,540,0,0,102,151143
"569",2280,"Somerst",6,5,1999,744,"Y",757,792,1549,2,1,0,440,0,0,32,163753
"570",4765,"Somerst",9,5,2000,1614,"Y",1638,NA,1638,2,0,1,495,0,0,68,158682
"571",4538,"Somerst",9,5,2001,1310,"Y",1310,NA,1310,1,1,1,545,0,0,45,144959
"572",4385,"Somerst",9,5,2001,1419,"Y",1419,NA,1419,1,1,1,588,0,0,58,160144
"573",4109,"Somerst",9,5,1999,1557,"Y",1557,NA,1557,2,0,1,484,0,0,113,156286
"574",2160,"Somerst",7,5,1999,672,"Y",684,720,1404,2,1,0,462,0,0,0,165726
"575",10646,"Somerst",7,5,2001,858,"Y",872,917,1789,2,1,1,546,0,0,0,182427
"576",2645,"Somerst",8,5,1999,960,"Y",962,624,1586,2,1,0,480,0,0,0,173310
"577",2645,"Somerst",8,5,1999,960,"Y",962,645,1607,2,1,0,480,0,0,0,173310
"578",3951,"Somerst",10,5,1998,970,"Y",1469,924,2393,2,1,1,846,0,0,90,151556
"579",11064,"Veenker",8,5,1995,1230,"Y",1239,NA,1239,1,1,1,477,0,0,24,158908
"580",24572,"Veenker",9,3,1977,994,"Y",1599,1345,2944,2,2,1,864,0,16,70,209834
"581",16280,"Veenker",8,9,1976,1426,"Y",1671,NA,1671,3,0,1,550,0,0,90,192410
"582",7500,"Somerst",7,5,2002,952,"Y",952,860,1812,2,1,1,469,0,0,112,174026
"583",11104,"NWAmes",6,6,1969,1427,"Y",1427,0,1427,2,0,0,516,0,0,0,195499
"584",11050,"NWAmes",6,5,1968,1740,"Y",1740,0,1740,1,1,1,512,0,0,0,200918
"585",15387,"NWAmes",7,7,1967,1620,"Y",1620,0,1620,2,0,1,578,0,192,62,207243
"586",9750,"NWAmes",5,6,1965,1625,"Y",1625,0,1625,2,0,0,484,0,0,0,196149
"587",8814,"NAmes",5,6,1968,732,"Y",732,732,1464,1,1,0,470,0,0,40,192097
"588",8125,"NAmes",5,7,1965,912,"Y",925,NA,925,1,0,0,576,0,0,0,178570
"589",11072,"NAmes",5,5,1965,1728,"Y",1728,0,1728,2,0,0,576,0,0,0,228617
"590",13355,"NWAmes",7,6,1971,825,"Y",845,825,1670,1,1,0,464,0,0,0,199929
"591",7785,"NAmes",5,5,1956,NA,"Y",1014,0,1014,1,0,0,267,0,40,0,160206
"592",9900,"NAmes",5,5,1961,1114,"Y",1114,NA,1114,1,0,0,451,0,0,0,179854
"593",11332,"NAmes",5,7,1960,1118,"Y",1118,NA,1118,1,0,0,264,0,0,0,185987
"594",4882,"BrkSide",4,7,1937,348,"Y",453,453,906,1,0,0,231,0,0,0,161122
"595",9600,"NAmes",5,6,1960,1296,"Y",1496,0,1496,2,0,0,450,0,0,22,175949
"596",9600,"NAmes",5,8,1950,572,"Y",1337,NA,1337,1,0,1,264,0,0,192,183683
"597",7584,"NAmes",5,5,1953,1036,"Y",1036,0,1036,1,0,0,312,0,0,24,176401
"598",14670,"NAmes",6,7,1966,1104,"Y",1104,884,1988,2,1,1,480,0,0,230,205832
"599",8856,"NAmes",5,4,1957,1176,"Y",1176,NA,1176,1,0,2,292,0,0,88,177799
"600",9840,"NAmes",5,7,1959,1248,"Y",1440,NA,1440,2,0,0,480,0,0,0,167565
"601",13200,"NAmes",6,6,1958,1395,"Y",1570,NA,1570,1,0,1,441,0,0,0,186348
"602",10425,"NAmes",5,5,1956,1104,"Y",1104,NA,1104,1,0,0,384,0,0,0,179782
"603",11556,"NAmes",5,6,1952,720,"Y",882,NA,882,1,0,0,240,0,0,0,169837
"604",9373,"NAmes",5,6,1953,1152,"Y",1152,0,1152,1,1,0,636,0,0,0,178817
"605",12774,"NAmes",5,5,1953,984,"N",950,0,950,1,0,0,400,0,0,32,174444
"606",14250,"NAmes",6,5,1957,998,"Y",1790,0,1790,2,0,2,540,0,0,40,192834
"607",8838,"NAmes",5,3,1957,NA,"Y",1764,0,1764,2,1,1,301,0,0,72,196564
"608",12436,"NAmes",5,5,1957,1824,"Y",1824,0,1824,2,0,0,484,0,0,0,206977
"609",10122,"OldTown",4,6,1948,NA,"N",869,0,869,1,0,0,390,0,66,0,157054
"610",7506,"OldTown",5,8,1925,747,"Y",747,412,1159,1,0,0,288,0,96,0,175142
"611",5400,"OldTown",4,7,1940,672,"Y",672,0,672,1,0,0,308,0,0,108,159932
"612",10836,"OldTown",5,5,1922,892,"Y",1254,182,1436,1,0,1,1488,0,100,0,182801
"613",10180,"NAmes",5,6,1968,912,"Y",1044,0,1044,1,1,1,372,0,0,48,181510
"614",11355,"NAmes",7,7,1958,1312,"Y",1312,0,1312,1,1,1,495,0,144,304,181613
"615",12929,"NAmes",6,6,1960,1081,"Y",1081,NA,1081,1,0,0,401,0,0,82,186920
"616",7200,"NAmes",5,7,1951,876,"Y",876,0,876,1,0,1,576,0,0,0,157950
"617",8000,"NAmes",5,6,1959,1256,"Y",1256,NA,1256,1,1,0,311,0,0,240,176115
"618",8000,"NAmes",5,5,1962,1027,"Y",1027,0,1027,1,0,0,299,0,0,0,182744
"619",8064,"NAmes",6,6,1948,768,"Y",819,501,1320,2,0,0,576,0,0,0,180660
"620",6390,"NAmes",6,7,1954,936,"Y",984,NA,984,1,0,0,280,0,0,0,160775
"621",7200,"NAmes",6,5,1954,854,"Y",854,424,1278,1,0,0,240,0,0,0,186711
"622",8513,"NAmes",5,5,1961,1800,"N",1800,0,1800,2,0,0,0,0,0,0,223581
"623",7200,"NAmes",5,6,1955,768,"Y",1024,564,1588,1,1,0,480,0,0,0,172330
"624",7200,"NAmes",5,7,1954,825,"Y",825,0,825,1,0,0,350,0,0,0,163474
"625",7590,"NAmes",5,5,1963,1117,"Y",1117,0,1117,1,0,0,264,0,0,0,175308
"626",9836,"OldTown",6,5,2008,192,"N",1133,NA,1133,1,0,0,308,0,0,175,187462
"627",9184,"OldTown",5,7,1948,780,"Y",948,375,1323,1,0,0,400,0,0,0,180655
"628",4800,"OldTown",5,5,1910,680,"N",680,680,1360,1,0,0,330,0,0,50,152121
"629",4800,"OldTown",5,4,1940,672,"Y",672,0,672,1,0,0,256,0,0,0,159856
"630",6000,"OldTown",6,7,1915,728,"Y",728,728,1456,1,1,0,308,0,248,0,186559
"631",11426,"OldTown",4,6,1910,828,"Y",828,658,1594,2,0,0,0,0,109,172,183962
"632",7628,"OldTown",4,6,1940,801,"Y",1095,561,1656,2,0,0,440,0,0,0,162107
"633",7308,"OldTown",5,5,1920,936,"N",960,780,1740,1,0,1,225,0,236,0,162582
"634",5400,"OldTown",7,6,1920,931,"Y",1027,0,1027,1,0,1,0,0,0,28,154407
"635",10800,"OldTown",6,6,1940,884,"Y",884,552,1436,2,0,2,828,0,126,0,181625
"636",6756,"OldTown",5,6,1910,481,"N",899,0,899,1,0,0,200,0,96,0,164810
"637",5914,"OldTown",5,9,1890,684,"Y",684,396,1080,1,0,0,0,0,30,165,176429
"638",9000,"OldTown",5,6,1946,904,"Y",904,595,1499,1,0,1,869,0,0,20,179188
"639",7311,"OldTown",2,5,1946,407,"N",407,0,407,1,0,0,297,0,120,0,145997
"640",12205,"OldTown",3,1,1949,448,"Y",1588,0,1588,2,0,0,0,0,0,0,218676
"641",9142,"OldTown",5,5,1900,797,"N",830,797,1627,2,0,0,420,0,60,0,188323
"642",5350,"OldTown",7,8,1920,624,"Y",730,720,1450,1,0,0,288,0,0,192,168690
"643",9143,"OldTown",5,7,1900,346,"Y",709,308,1017,1,0,0,308,0,139,0,165088
"644",9600,"OldTown",5,5,1920,973,"Y",1377,973,2350,2,0,0,393,0,219,0,191435
"645",6000,"OldTown",5,9,1905,572,"Y",884,656,1540,1,1,0,0,0,0,77,168864
"646",11340,"OldTown",2,1,1920,723,"N",723,363,1086,1,0,0,400,0,144,24,176041
"647",10800,"OldTown",7,7,1890,1313,"Y",1313,1182,2495,2,0,1,342,0,0,299,215911
"648",9750,"OldTown",5,6,1959,984,"Y",984,NA,984,1,0,0,308,0,0,0,167388
"649",8516,"OldTown",4,6,1958,869,"Y",1093,0,1093,1,0,0,308,0,0,0,163854
"650",7111,"BrkSide",5,7,1928,1008,"Y",1143,0,1143,1,0,1,288,0,0,0,163299
"651",7425,"BrkSide",7,7,1945,672,"Y",1195,473,1668,1,1,0,252,0,0,0,178298
"652",7010,"BrkSide",5,5,1935,1024,"Y",1144,594,1738,2,0,1,240,0,0,30,176376
"653",5000,"BrkSide",5,7,1941,672,"Y",832,378,1210,1,0,0,240,0,0,0,170211
"654",5870,"BrkSide",6,9,1900,554,"Y",736,554,1290,1,1,0,200,0,0,112,170818
"655",6000,"BrkSide",6,7,1940,981,"Y",1014,658,1672,1,1,1,240,0,0,11,174388
"656",6000,"BrkSide",5,7,1924,949,"Y",949,0,949,1,0,1,370,0,48,0,161112
"657",6000,"BrkSide",6,7,1937,825,"Y",825,672,1497,2,0,0,672,0,0,0,172179
"658",6000,"BrkSide",6,5,1939,739,"Y",874,468,1342,2,0,1,240,0,0,0,157798
"659",5000,"BrkSide",6,7,1926,992,"Y",1013,0,1013,1,0,0,160,0,101,0,169106
"660",5520,"BrkSide",5,7,1920,565,"Y",565,651,1216,1,0,1,355,0,180,0,170129
"661",5940,"BrkSide",4,7,1946,NA,"Y",896,NA,896,1,0,0,280,0,0,0,157680
"662",6240,"BrkSide",4,7,1929,704,"Y",624,512,1136,1,0,0,336,0,80,365,162690
"663",6120,"BrkSide",5,6,1945,NA,"N",808,0,808,1,0,0,164,0,0,48,146968
"664",6240,"BrkSide",7,5,1939,989,"Y",1245,764,2009,2,0,1,400,0,0,20,181507
"665",6120,"OldTown",5,5,1923,1100,"Y",1226,676,1902,2,0,0,576,0,55,139,191215
"666",9144,"BrkSide",6,4,1915,810,"Y",1170,546,1716,2,0,0,672,0,0,195,189432
"667",8094,"OldTown",6,8,1910,1242,"Y",1242,742,1984,2,0,0,360,0,180,0,207271
"668",4347,"OldTown",6,8,1910,796,"Y",825,784,1609,1,0,0,228,0,0,182,170030
"669",6291,"IDOTRR",6,6,1930,768,"Y",768,0,768,1,0,0,440,0,84,0,148409
"670",10266,"IDOTRR",6,6,1952,768,"Y",768,768,1536,1,1,0,308,0,80,216,193850
"671",6876,"IDOTRR",6,6,1938,1272,"Y",1272,0,1969,2,0,1,400,0,0,34,193808
"672",10320,"IDOTRR",5,6,1915,880,"Y",880,428,1308,2,0,0,400,0,117,0,166300
"673",7200,"IDOTRR",6,7,1925,1040,"Y",1040,0,1040,1,0,0,320,0,0,132,163474
"674",7006,"IDOTRR",6,6,1925,768,"Y",788,448,1236,2,0,1,384,0,0,0,177473
"675",10320,"IDOTRR",5,8,1912,451,"Y",759,0,759,1,0,0,576,0,0,0,157443
"676",10320,"IDOTRR",3,3,1915,536,"N",808,536,1344,2,0,0,0,0,204,0,180681
"677",9488,"Sawyer",5,6,1947,1046,"N",1054,0,1054,1,0,0,240,0,122,60,183463
"678",11235,"Sawyer",5,6,1963,981,"Y",1075,NA,1075,1,0,0,440,0,0,0,182481
"679",13014,"Sawyer",6,5,1978,1008,"Y",1096,NA,1096,1,0,1,484,0,0,0,193717
"680",10265,"Sawyer",5,7,1967,992,"Y",992,NA,992,1,0,0,294,0,0,0,182782
"681",7703,"Sawyer",6,8,1978,450,"Y",1034,0,1034,1,0,1,504,0,0,0,175530
"682",9981,"Sawyer",5,5,1967,1073,"Y",1073,0,1073,1,0,0,270,0,0,90,177804
"683",7400,"Sawyer",5,5,1984,1060,"Y",1126,NA,1126,1,0,0,506,0,0,0,159448
"684",12900,"Sawyer",5,4,1920,1300,"Y",1140,NA,1140,1,0,0,400,0,190,0,181338
"685",9239,"Sawyer",5,8,1963,960,"Y",960,NA,960,1,0,0,300,0,0,0,178553
"686",14175,"Sawyer",6,8,1956,988,"Y",1188,NA,1188,1,0,1,621,0,231,89,162820
"687",10532,"ClearCr",5,3,1960,988,"Y",1721,NA,1721,2,0,2,626,0,0,84,188832
"688",8375,"Sawyer",5,7,1941,576,"Y",864,486,1350,1,1,0,627,0,0,0,164682
"689",10200,"Sawyer",5,8,1970,864,"Y",904,0,904,1,0,0,912,0,0,0,181549
"690",20270,"ClearCr",7,6,1979,1524,"Y",1524,NA,1524,2,0,2,478,0,0,0,199158
"691",5190,"Edwards",7,5,1948,570,"Y",617,462,1079,1,0,1,249,0,0,0,152889
"692",19550,"Edwards",5,7,1940,1580,"Y",1518,NA,1518,1,0,2,0,0,0,39,181150
"693",9571,"Edwards",5,6,1956,1509,"Y",1509,NA,1509,1,0,1,322,0,0,0,181416
"694",9350,"Edwards",5,5,1975,864,"N",864,NA,864,1,0,0,0,0,0,0,164391
"695",9360,"Edwards",6,8,1962,621,"Y",621,648,1269,1,1,0,280,0,0,236,185421
"696",9771,"SawyerW",6,5,1995,1077,"Y",1093,1721,2814,2,1,1,614,0,0,32,193981
"697",9938,"SawyerW",7,5,1994,1602,"Y",1626,NA,1626,2,1,1,534,0,0,40,178824
"698",14171,"SawyerW",7,5,1993,812,"Y",1101,1099,2200,2,1,1,453,0,0,98,209270
"699",10541,"SawyerW",7,5,1996,672,"Y",1302,735,2037,2,1,1,472,0,0,33,177801
"700",10616,"CollgCr",7,5,2007,628,"Y",628,728,1356,2,1,1,484,0,0,24,179053
"701",9345,"CollgCr",8,5,2007,1615,"Y",1615,0,1615,2,0,1,864,0,0,30,178762
"702",11778,"CollgCr",9,5,2008,2271,"Y",2276,NA,2276,2,0,2,1348,0,70,0,184655
"703",11778,"CollgCr",9,5,2008,1751,"Y",1766,NA,1766,2,1,2,874,0,0,36,191284
"704",11454,"SawyerW",8,5,1995,1401,"Y",1511,NA,1511,2,0,1,811,0,0,42,179598
"705",11500,"ClearCr",6,6,1966,1182,"Y",1643,NA,1643,2,0,1,438,0,0,0,167517
"706",9750,"CollgCr",5,7,1994,990,"Y",990,NA,990,1,0,0,528,0,0,0,182873
"707",8696,"CollgCr",7,5,1997,1418,"Y",1418,NA,1418,2,0,1,558,0,0,110,177484
"708",13142,"CollgCr",6,5,1997,864,"Y",872,899,1771,2,1,0,600,0,0,96,188444
"709",8998,"CollgCr",7,5,2000,782,"Y",782,870,1652,2,1,0,532,0,0,70,179184
"710",12192,"CollgCr",7,5,2000,928,"Y",928,895,1823,2,1,0,626,0,0,36,184365
"711",12250,"CollgCr",5,6,1978,864,"Y",1174,NA,1174,1,0,0,528,0,280,0,184479
"712",9216,"CollgCr",5,6,1975,1076,"Y",1076,0,1076,1,1,1,576,0,0,0,182927
"713",14330,"CollgCr",5,6,1975,864,"Y",1558,NA,1558,2,0,0,440,0,239,0,178611
"714",10400,"CollgCr",7,5,2001,1257,"Y",1290,871,2161,2,1,1,570,0,0,84,181943
"715",9720,"CollgCr",9,5,2001,1357,"Y",1366,581,1947,2,1,1,725,0,0,116,175080
"716",14860,"CollgCr",8,5,2002,1778,"Y",1786,NA,1786,2,0,1,715,0,0,35,190720
"717",10905,"CollgCr",7,5,2003,1129,"Y",1129,1198,2327,2,1,1,596,0,0,57,198422
"718",11690,"CollgCr",8,5,1999,850,"Y",886,878,1764,2,1,1,560,0,0,29,184482
"719",4426,"CollgCr",6,5,2004,848,"Y",848,NA,848,1,0,0,420,0,0,0,139214
"720",10126,"CollgCr",6,5,1997,1838,"Y",1838,NA,1838,2,0,0,721,0,0,67,169233
"721",9750,"CollgCr",7,5,2004,1445,"Y",1445,0,1445,2,0,0,470,0,0,35,180664
"722",11058,"CollgCr",7,6,2007,1564,"Y",1564,0,1564,2,0,0,814,0,0,24,178818
"723",9627,"CollgCr",7,5,2007,1351,"Y",1361,0,1361,2,0,0,610,0,0,50,180422
"724",9825,"Edwards",5,5,1966,1092,"Y",1092,0,1092,1,0,0,264,0,0,0,178601
"725",12102,"Edwards",5,5,1976,456,"Y",1033,0,1033,1,0,0,504,0,0,0,183083
"726",6500,"Edwards",6,6,1976,1127,"Y",1127,0,1127,1,1,1,480,0,138,0,173163
"727",9638,"Edwards",6,6,1977,1029,"Y",1117,NA,1117,1,0,1,542,0,0,0,185968
"728",7200,"Edwards",6,7,1976,684,"Y",684,714,1398,1,1,1,440,0,0,0,171226
"729",47007,"Edwards",5,7,1959,NA,"Y",3820,NA,3820,3,1,2,624,0,0,372,281643
"730",6012,"Edwards",4,5,1955,NA,"N",1152,0,1152,2,0,0,0,0,0,0,160031
"731",6845,"Edwards",4,5,1955,NA,"N",1152,0,1152,2,0,0,0,0,0,0,162775
"732",6931,"Edwards",4,5,1955,784,"N",784,NA,784,1,0,0,0,0,0,0,160735
"733",12180,"Edwards",5,7,1938,585,"Y",585,468,1053,1,1,0,0,0,0,0,166646
"734",8050,"Edwards",5,8,1947,NA,"Y",929,208,1137,1,1,0,0,0,0,0,188384
"735",9520,"Edwards",4,5,1953,911,"Y",930,0,930,1,0,0,286,0,0,0,165830
"736",7692,"Edwards",4,6,1954,416,"Y",1204,0,1204,1,0,0,312,0,0,0,182138
"737",5142,"Edwards",4,7,1923,949,"Y",949,343,1292,1,1,0,205,0,183,0,171595
"738",7290,"SWISU",7,8,1921,1228,"Y",1424,0,1424,2,0,1,312,0,90,0,160337
"739",7804,"SWISU",6,7,1930,960,"Y",960,960,1920,2,2,2,480,0,121,0,191215
"740",8969,"Crawfor",6,6,1926,644,"Y",672,644,1316,1,0,1,369,0,0,0,166956
"741",15564,"Crawfor",6,6,1914,676,"Y",676,588,1264,1,0,0,400,0,0,0,186581
"742",7609,"Crawfor",8,9,1925,798,"Y",798,714,1512,2,0,1,180,0,41,16,176450
"743",9650,"Crawfor",6,3,1923,784,"Y",819,784,1603,1,0,1,599,0,0,217,193743
"744",11700,"Crawfor",5,6,1937,942,"Y",1265,673,1938,2,0,1,240,0,0,40,198882
"745",9260,"Crawfor",5,4,1938,884,"Y",932,442,1374,1,0,0,225,0,0,0,176385
"746",7801,"Crawfor",6,5,1951,1091,"N",1091,0,1091,1,0,1,344,0,0,105,162447
"747",9670,"Crawfor",8,6,1935,608,"Y",983,890,1873,1,1,2,786,0,207,0,193782
"748",12392,"Crawfor",7,9,1950,832,"Y",1218,943,2161,2,1,2,506,0,0,96,183653
"749",26073,"Crawfor",5,5,1956,1898,"Y",1898,0,1898,2,1,2,484,0,224,51,210578
"750",1879,"Blueste",6,6,1980,516,"Y",516,516,1032,1,0,1,462,0,0,0,158527
"751",7000,"IDOTRR",6,8,1926,894,"Y",919,NA,919,1,0,0,195,0,116,0,163081
"752",6000,"IDOTRR",6,8,1940,720,"Y",760,330,1090,1,0,0,240,0,0,0,174388
"753",8155,"IDOTRR",5,7,1930,780,"Y",780,420,1200,1,0,0,0,0,96,0,191905
"754",6000,"IDOTRR",5,5,1967,624,"Y",1092,564,1656,1,1,1,288,0,0,180,174388
"755",7392,"IDOTRR",5,7,1930,520,"Y",912,0,912,1,0,0,360,0,0,90,161642
"756",9000,"IDOTRR",5,5,1958,1151,"Y",1151,804,1955,2,0,0,356,0,0,0,186939
"757",14584,"IDOTRR",1,5,1952,NA,"N",733,0,733,1,0,0,487,0,0,0,172482
"758",5280,"IDOTRR",4,7,1895,173,"N",825,536,1361,1,0,0,185,0,0,123,159695
"759",5150,"IDOTRR",4,7,1910,356,"N",671,378,1049,1,0,0,195,0,0,0,157230
"760",9000,"IDOTRR",4,6,1920,592,"Y",432,432,864,1,1,0,216,0,160,30,179188
"761",3843,"Crawfor",8,5,2007,1596,"Y",1648,NA,1648,2,0,1,525,0,0,53,157972
"762",3811,"Crawfor",7,5,2004,1594,"Y",1646,NA,1646,2,0,1,482,0,0,53,156804
"763",23730,"Mitchel",7,5,1996,1840,"Y",2032,NA,2032,3,0,0,786,0,192,46,211491
"764",11050,"Mitchel",7,5,1996,910,"Y",910,910,1820,2,1,1,816,0,0,32,186537
"765",10260,"Mitchel",5,4,1976,NA,"Y",936,936,1872,2,2,0,484,0,0,0,200468
"766",9990,"Mitchel",4,5,1991,1680,"Y",1689,NA,1689,2,0,1,432,0,0,120,182241
"767",4084,"Timber",7,6,1986,1277,"Y",1501,NA,1501,2,0,1,512,0,0,0,157342
"768",11563,"Timber",8,5,2006,1518,"Y",1537,NA,1537,2,0,0,788,0,0,26,182022
"769",12852,"Timber",8,5,2007,920,"Y",920,860,1780,2,1,1,612,0,0,192,181244
"770",9802,"Timber",5,5,2006,352,"Y",712,730,1442,2,1,0,400,0,0,0,178556
"771",12018,"Timber",7,5,2008,796,"Y",796,816,1612,2,1,0,666,0,0,64,189547
"772",12890,"Timber",6,5,1989,1495,"Y",1495,0,1495,2,0,1,438,0,192,0,187948
"773",18265,"Timber",6,5,1986,1256,"Y",1256,0,1256,2,0,1,578,0,0,0,194107
"774",11202,"Timber",8,5,2003,1432,"Y",1440,NA,1440,2,0,1,467,0,0,95,183521
"775",7915,"Timber",6,5,1999,1666,"Y",1675,NA,1675,2,0,0,435,0,0,52,183682
"776",11449,"Timber",8,5,2007,1884,"Y",1728,NA,1728,2,0,1,520,0,0,276,178483
"777",11447,"Timber",8,5,2005,1964,"Y",1964,NA,1964,2,1,1,892,0,0,265,184003
"778",8940,"Mitchel",7,5,1997,1344,"Y",1344,NA,1344,2,0,0,784,0,0,0,171318
"779",9278,"Mitchel",5,5,2007,1092,"Y",1092,0,1092,1,0,0,0,0,0,52,162039
"780",4500,"Mitchel",6,5,1997,1189,"Y",1189,NA,1189,2,0,0,392,0,0,122,154846
"781",14137,"Mitchel",4,5,1964,1200,"Y",1200,NA,1200,1,0,0,850,0,0,119,194822
"782",4224,"MeadowV",5,6,1975,1040,"Y",1040,0,1040,1,0,0,499,0,0,100,169788
"783",2665,"MeadowV",5,7,1976,550,"Y",925,550,1475,2,0,1,336,0,0,26,178891
"784",1974,"MeadowV",4,7,1973,526,"Y",526,462,988,1,0,0,297,0,0,101,152084
"785",1596,"MeadowV",4,6,1973,462,"Y",526,462,988,1,0,1,297,0,0,101,139169
"786",17979,"Mitchel",5,6,1968,1113,"Y",1160,NA,1160,1,0,0,257,0,0,0,192439
"787",1477,"MeadowV",6,9,1970,546,"Y",546,546,1092,2,1,0,0,0,0,0,161067
"788",6490,"Mitchel",5,7,1983,816,"Y",816,0,816,1,0,0,264,0,0,0,158762
"789",6600,"Mitchel",5,6,1982,845,"Y",845,0,845,1,0,0,264,0,0,0,175569
"790",12395,"Mitchel",5,6,1984,864,"Y",889,0,889,1,0,0,484,0,0,0,183659
"791",56600,"IDOTRR",5,1,1900,686,"Y",1150,686,1836,2,0,0,288,0,0,0,280618
"792",10667,"NAmes",6,6,1971,1587,"Y",1587,0,1587,2,0,1,525,0,0,44,180051
"793",8872,"Gilbert",6,5,1997,384,"Y",754,630,1384,2,1,1,390,0,0,0,176519
"794",10147,"Gilbert",6,5,1994,392,"Y",924,770,1694,2,1,1,398,0,0,64,179028
"795",8637,"Gilbert",6,5,1999,923,"Y",947,767,1714,2,1,1,451,0,0,48,177161
"796",7875,"Gilbert",7,5,1996,691,"Y",691,862,1553,2,1,0,420,0,0,44,180081
"797",7500,"Gilbert",6,5,1999,938,"Y",957,1342,2299,3,1,1,482,0,0,30,205895
"798",9556,"Gilbert",7,5,1992,1168,"Y",1187,0,1187,2,0,0,420,0,0,21,183389
"799",7655,"Gilbert",6,5,1993,903,"Y",910,732,1642,2,1,1,392,0,0,84,178543
"800",18160,"Gilbert",6,6,1964,1302,"Y",1128,NA,1128,1,0,1,480,0,246,108,194798
"801",4740,"StoneBr",8,5,1988,1166,"Y",1179,NA,1179,2,0,0,480,0,0,108,162845
"802",5118,"StoneBr",8,5,1990,1312,"Y",1321,NA,1321,1,0,1,484,0,140,64,148103
"803",12328,"StoneBr",8,5,2005,1149,"Y",1164,1377,2541,3,1,1,729,0,0,32,201016
"804",51974,"StoneBr",9,5,2006,2660,"Y",2338,NA,2338,2,1,2,1110,0,0,135,277936
"805",41600,"Gilbert",5,5,1969,1100,"Y",1424,NA,1424,1,1,0,828,0,0,0,249768
"806",8035,"StoneBr",9,5,2006,1612,"Y",1612,NA,1612,2,0,1,556,0,0,164,161596
"807",14082,"StoneBr",8,5,2006,2220,"Y",2234,NA,2234,1,1,1,724,0,0,80,158011
"808",13870,"StoneBr",10,5,2006,1742,"Y",2042,NA,2042,2,0,1,724,0,0,52,194089
"809",10960,"NWAmes",6,5,1984,1284,"Y",1284,NA,1284,2,0,0,480,0,192,0,181733
"810",12090,"NWAmes",7,7,1981,725,"Y",725,754,1479,2,1,1,484,0,0,72,182852
"811",12299,"NWAmes",7,6,1978,1529,"Y",1664,NA,1664,2,0,1,663,0,0,0,189893
"812",11339,"NWAmes",7,5,1979,780,"Y",1085,845,1930,2,1,1,481,0,0,72,194650
"813",11850,"NWAmes",6,6,1984,1153,"Y",1177,0,1177,2,0,0,495,0,0,103,187904
"814",10400,"NWAmes",6,5,1979,1259,"Y",1353,NA,1353,2,0,1,478,0,0,141,171774
